time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,2,2,8.0,4.0
2024-05-09 00:00:00+00:00,6,3,,
2024-05-10 00:00:00+00:00,14,5,8.0,3.0
2024-05-11 00:00:00+00:00,6,3,3.0,3.0
2024-05-12 00:00:00+00:00,7,4,9.0,4.0
2024-05-13 00:00:00+00:00,2,2,1.0,1.0
2024-05-14 00:00:00+00:00,3,3,9.0,2.0
2024-05-15 00:00:00+00:00,2,2,6.0,4.0
2024-05-16 00:00:00+00:00,2,2,8.0,4.0
2024-05-17 00:00:00+00:00,8,4,6.0,5.0
2024-05-18 00:00:00+00:00,12,6,48.0,5.0
2024-05-19 00:00:00+00:00,3,3,15.0,3.0
2024-05-20 00:00:00+00:00,6,3,5.0,5.0
2024-05-21 00:00:00+00:00,1,1,6.0,4.0
